cpu,freq,fan,load,temp
17.7,1.06,3515,256,60.0
19.5,1.47,3515,256,60.0
16.8,1.44,3515,256,60.0
17.5,1.44,3515,256,59.0
18.0,1.51,3515,256,60.0
20.0,0.8,3515,256,59.0
17.7,1.22,3515,256,59.0
17.2,0.8,3515,256,59.0
17.3,0.87,3515,256,58.0
20.4,0.8,3515,256,59.0
18.5,0.83,3515,256,60.0
19.0,1.4,3515,256,58.0
19.5,1.58,3515,256,58.0
20.3,1.45,3515,256,58.0
17.9,0.99,3512,256,57.0
17.6,0.85,3512,256,58.0
17.4,0.9,3512,256,58.0
19.3,0.84,3512,256,58.0
17.9,0.85,3510,256,58.0
17.5,0.86,3512,256,57.0
19.1,1.43,3512,256,58.0
17.1,1.05,3510,256,58.0
19.6,2.84,3507,256,61.0
52.8,2.85,3505,256,64.0
48.0,2.83,3505,256,64.0
18.1,1.29,3505,256,58.0
20.5,1.21,3505,256,58.0
35.1,1.18,3507,256,60.0
23.3,1.46,3507,256,59.0
25.6,1.51,3510,254,58.0
24.9,1.07,3510,254,58.0
27.0,2.72,3512,255,61.0
39.3,1.58,3510,256,59.0
29.9,2.52,3507,256,62.0
96.7,2.66,3505,255,66.0
100.0,2.75,3502,255,66.0
100.0,2.72,3499,255,68.0
100.0,2.69,3515,255,68.0
60.4,2.9,3525,255,64.0
28.3,2.63,3536,255,65.0
24.2,2.59,3536,255,65.0
22.6,2.39,3536,255,66.0
25.4,2.74,3530,255,66.0
23.4,2.8,3530,255,67.0
25.6,2.78,3533,255,67.0
22.6,2.56,3533,255,65.0
23.5,2.94,3533,255,67.0
22.4,2.74,3533,255,67.0
26.1,2.74,3536,256,67.0
23.5,2.46,3536,256,67.0
25.0,2.42,3536,257,68.0
22.5,2.62,3578,257,67.0
25.3,2.66,3568,257,68.0
22.5,2.94,3536,256,68.0
26.4,2.53,3547,256,69.0
21.9,2.79,3536,256,69.0
22.8,2.46,3536,256,68.0
23.1,2.71,3547,256,69.0
24.2,2.84,3541,255,69.0
22.3,2.93,3541,255,70.0
22.9,2.84,3538,255,69.0
26.7,3.13,3541,255,70.0
24.9,2.55,3544,255,70.0
22.2,2.97,3541,255,69.0
24.4,2.71,3538,255,69.0
22.8,3.09,3541,255,70.0
24.0,3.07,3544,255,70.0
22.7,2.52,3544,255,70.0
22.4,2.54,3544,255,70.0
24.0,2.94,3546,255,70.0
23.6,2.98,3546,255,70.0
24.7,2.49,3546,255,69.0
21.0,2.59,3546,255,70.0
22.4,2.25,3546,255,70.0
21.0,2.24,3546,255,70.0
20.7,2.18,3546,255,70.0
22.5,2.3,3549,255,70.0
24.0,2.6,3548,255,69.0
21.1,1.87,3549,255,68.0
22.1,2.01,3546,255,68.0
22.2,2.47,3549,255,70.0
20.9,2.26,3549,255,69.0
21.3,2.07,3546,255,68.0
22.5,1.84,3547,255,69.0
22.7,2.01,3549,255,69.0
21.7,1.79,3549,255,69.0
23.2,2.36,3547,255,70.0
25.0,3.04,3547,255,70.0
24.5,2.71,3546,255,71.0
22.5,2.85,3546,255,72.0
21.3,2.58,3546,255,70.0
22.1,2.58,3547,255,69.0
23.0,2.74,3547,255,70.0
20.8,2.25,3549,255,70.0
23.6,2.69,3549,255,70.0
21.6,2.85,3549,255,70.0
20.8,2.33,3552,255,70.0
20.9,2.79,3525,254,69.0
20.9,2.08,3536,254,69.0
21.8,2.43,3525,254,69.0
23.1,1.81,3525,254,69.0
22.1,2.85,3525,254,69.0
25.0,2.22,3525,254,69.0
24.6,2.69,3525,254,69.0
23.3,1.86,3525,254,69.0
20.8,2.69,3527,254,69.0
21.4,2.06,3530,254,69.0
20.8,2.59,3530,254,70.0
20.3,2.03,3530,254,69.0
21.8,1.94,3533,254,68.0
25.7,2.54,3530,254,69.0
22.1,2.59,3530,254,69.0
20.5,2.44,3527,254,68.0
25.7,2.66,3530,254,70.0
24.1,1.97,3530,254,71.0
23.7,2.83,3527,254,71.0
24.7,2.57,3527,254,72.0
25.0,2.99,3525,254,72.0
26.2,2.8,3525,254,72.0
25.4,2.57,3525,254,73.0
28.4,3.05,3525,254,74.0
23.6,2.82,3557,254,73.0
25.4,3.02,3621,254,74.0
22.8,2.97,3770,254,74.0
23.5,2.95,3970,254,74.0
24.3,3.01,4052,254,74.0
21.5,2.51,4079,254,73.0
23.4,1.97,4051,254,72.0
26.3,2.41,4024,254,72.0
19.5,2.19,4024,254,72.0
26.5,2.15,4024,254,71.0
21.5,2.54,4024,254,72.0
22.4,2.53,4024,254,71.0
21.6,2.48,4024,254,72.0
21.7,2.79,4024,254,72.0
24.9,2.04,4024,254,71.0
22.7,2.36,4024,254,70.0
34.1,3.13,4024,254,71.0
27.3,3.0,4024,254,71.0
24.1,2.12,4024,254,71.0
92.0,2.99,4020,254,78.0
100.0,2.99,4017,254,76.0
44.9,2.53,4020,254,74.0
7.6,2.61,4020,254,73.0
17.2,3.11,4020,254,74.0
20.5,2.99,4020,254,75.0
19.6,2.69,4024,254,76.0
16.8,2.14,4024,254,76.0
17.3,1.99,4024,254,76.0
19.6,2.67,4024,254,76.0
26.0,2.64,4024,254,76.0
29.7,2.54,4024,254,77.0
21.2,2.05,4024,254,77.0
17.8,2.31,4024,253,77.0
42.8,2.87,4024,253,77.0
26.5,2.11,4024,253,77.0
22.2,2.94,4024,253,78.0
23.2,2.48,4024,253,78.0
21.1,2.73,4024,253,78.0
23.4,2.93,4024,253,79.0
18.0,2.72,4024,253,78.0
18.9,2.24,4024,253,78.0
19.7,2.95,4024,253,79.0
17.6,2.19,4024,253,79.0
16.6,2.48,4024,253,79.0
18.0,2.74,4024,253,79.0
18.0,2.96,4024,253,79.0
17.4,2.62,4024,253,81.0
14.1,3.01,4027,253,79.0
19.0,3.13,4031,253,80.0
14.4,2.55,4034,253,80.0
16.2,2.47,4034,253,81.0
16.2,2.47,4038,253,80.0
17.3,2.61,4038,253,80.0
16.0,2.49,4038,253,81.0
16.9,2.53,4038,253,80.0
15.6,3.13,4034,253,81.0
18.8,2.56,4034,253,81.0
19.8,2.78,4034,253,82.0
16.3,2.58,4038,253,81.0
16.7,2.65,4038,253,81.0
20.6,2.5,4038,253,81.0
18.9,2.63,4038,253,82.0
18.0,3.03,4038,253,82.0
20.1,3.07,4038,253,82.0
18.6,2.72,4038,253,82.0
19.4,2.95,4038,253,82.0
19.7,2.43,4038,253,82.0
20.5,2.6,4038,253,82.0
18.8,2.66,4038,253,82.0
19.8,2.05,4038,253,82.0
17.9,2.65,4038,253,83.0
17.0,2.1,4038,253,83.0
19.2,2.61,4041,253,83.0
17.2,3.12,4044,253,83.0
16.9,2.54,4044,253,84.0
17.6,3.0,4044,253,84.0
16.3,2.46,4048,253,83.0
17.1,1.96,4051,253,84.0
17.3,2.97,4024,253,84.0
17.4,3.07,4024,253,84.0
17.1,2.11,4065,253,84.0
15.6,1.99,4107,253,84.0
15.7,1.97,4269,253,84.0
16.0,2.59,4510,253,84.0
15.3,2.11,4633,253,83.0
16.5,2.68,4651,253,84.0
16.5,2.68,4633,253,83.0
20.3,2.97,4651,253,84.0
18.5,2.62,4614,253,84.0
19.2,2.65,4614,253,84.0
18.1,2.69,4614,253,84.0
19.5,2.58,4614,253,83.0
18.7,2.04,4614,253,83.0
17.1,2.05,4614,253,84.0
16.5,2.14,4614,253,83.0
16.9,2.81,4614,253,84.0
20.5,2.48,4614,253,84.0
16.7,2.5,4614,253,84.0
14.6,2.83,4614,253,84.0
15.1,3.11,4614,253,85.0
16.2,2.68,4614,253,85.0
15.9,2.85,4614,253,84.0
16.6,2.8,4614,253,83.0
16.9,1.82,4614,253,84.0
15.2,2.55,4614,253,84.0
17.6,2.55,4614,253,84.0
19.2,3.08,4614,253,83.0
17.0,2.58,4614,253,84.0
17.0,2.86,4614,253,85.0
16.5,2.02,4614,253,84.0
15.9,3.08,4614,253,84.0
15.8,2.87,4614,253,84.0
18.0,3.12,4614,253,84.0
15.0,2.8,4614,253,84.0
16.4,3.08,4614,253,84.0
15.7,2.09,4614,253,84.0
19.3,2.76,4614,253,83.0
15.1,2.52,4614,253,84.0
15.6,2.0,4614,253,84.0
35.7,2.55,4614,253,84.0
18.3,2.4,4614,253,84.0
18.3,2.49,4614,253,84.0
18.0,1.93,4614,253,84.0
17.6,1.98,4614,253,84.0
17.5,1.32,4614,253,85.0
19.6,2.51,4614,253,84.0
17.9,2.74,4614,253,84.0
20.0,2.74,4614,253,85.0
18.6,2.09,4614,253,84.0
16.8,2.75,4614,254,85.0
14.8,2.76,4614,254,85.0
16.5,2.8,4614,254,85.0
16.7,2.78,4614,254,84.0
16.0,2.88,4614,254,85.0
18.3,2.48,4614,254,84.0
19.1,2.37,4614,254,85.0
19.2,2.58,4614,254,85.0
17.6,2.33,4614,254,85.0
19.4,2.72,4614,254,84.0
20.3,3.07,4614,254,85.0
17.2,2.52,4614,254,85.0
22.8,2.77,4614,254,85.0
19.6,1.98,4618,254,84.0
19.2,2.56,4618,254,85.0
20.4,2.32,4623,254,84.0
22.1,2.66,4623,254,85.0
20.2,2.51,4628,254,85.0
21.1,2.47,4623,254,85.0
19.9,2.37,4618,254,84.0
20.6,2.07,4618,254,84.0
19.5,1.98,4618,254,85.0
19.5,2.73,4618,254,84.0
17.8,1.93,4614,254,84.0
17.9,1.86,4614,254,84.0
16.5,2.26,4614,254,85.0
19.4,2.36,4614,254,85.0
22.4,2.08,4614,254,85.0
17.5,2.36,4614,254,85.0
17.0,2.0,4614,254,84.0
17.8,2.27,4614,254,85.0
18.3,2.38,4618,254,85.0
18.8,2.27,4618,254,85.0
17.8,2.52,4618,254,85.0
19.1,2.74,4618,254,85.0
17.8,2.97,4623,254,85.0
16.9,2.63,4623,254,86.0
18.1,2.49,4618,254,85.0
18.1,1.88,4618,254,86.0
17.7,2.8,4623,254,86.0
17.7,2.5,4623,254,85.0
19.3,2.67,4618,254,86.0
20.2,2.73,4618,254,86.0
20.5,2.45,4618,254,85.0
20.6,2.56,4618,254,86.0
22.9,1.94,4614,254,85.0
20.8,2.75,4614,254,86.0
19.1,2.94,4614,254,86.0
20.3,2.79,4614,254,86.0
17.8,1.89,4614,254,86.0
18.7,2.67,4614,254,86.0
16.9,2.19,4614,254,86.0
19.8,2.02,4614,254,87.0
17.1,2.49,4618,254,86.0
16.5,2.8,4618,254,86.0
19.8,2.93,4623,254,86.0
16.2,1.74,4628,254,85.0
16.6,1.8,4628,254,86.0
18.1,1.8,4628,254,86.0
15.3,2.55,4623,254,87.0
18.3,2.66,4628,254,86.0
17.7,2.05,4628,254,86.0
17.5,2.53,4628,254,87.0
18.8,2.75,4623,254,87.0
18.2,2.13,4623,254,86.0
18.9,2.0,4623,254,86.0
17.1,2.03,4618,254,86.0
16.2,2.48,4618,254,87.0
17.0,1.87,4614,254,86.0
15.9,1.97,4614,254,87.0
15.4,2.36,4614,254,87.0
15.7,2.84,4614,254,87.0
15.6,2.63,4614,254,86.0
16.7,2.53,4614,254,86.0
17.3,2.54,4614,254,86.0
16.6,2.44,4614,254,87.0
17.7,2.5,4614,254,86.0
20.2,1.93,4618,254,86.0
16.8,2.36,4623,254,87.0
37.2,2.62,4628,254,86.0
18.6,2.23,4628,254,86.0
18.5,2.31,4633,254,86.0
19.2,2.54,4633,254,86.0
18.2,3.06,4633,254,86.0
19.6,2.52,4633,254,86.0
17.8,3.06,4628,254,87.0
17.8,2.34,4633,254,87.0
19.2,1.36,4633,253,86.0
17.1,2.55,4628,253,86.0
15.9,2.5,4628,253,86.0
17.5,2.53,4623,253,86.0
17.9,2.04,4623,253,86.0
18.3,2.92,4618,253,87.0
15.9,2.52,4614,253,86.0
20.4,2.38,4618,253,86.0
18.1,2.51,4618,253,86.0
17.3,3.06,4623,253,87.0
18.0,2.67,4628,253,87.0
18.9,2.69,4633,253,86.0
20.2,3.06,4633,253,86.0
20.1,2.65,4633,253,86.0
21.6,2.45,4633,253,87.0
20.7,2.92,4633,253,87.0
21.3,3.06,4633,253,86.0
22.9,2.31,4633,253,85.0
19.5,2.43,4628,253,87.0
19.6,2.5,4628,253,87.0
18.9,2.4,4623,253,87.0
18.3,2.94,4623,253,86.0
18.5,2.49,4623,253,86.0
18.0,2.6,4628,253,86.0
19.7,2.05,4633,253,86.0
18.2,2.79,4628,253,87.0
20.9,2.65,4628,253,86.0
21.7,2.65,4628,253,87.0
22.0,2.32,4628,253,87.0
20.0,2.38,4628,253,87.0
22.1,2.75,4628,253,87.0
21.0,1.92,4628,253,86.0
20.5,3.05,4623,253,87.0
21.4,2.74,4623,253,86.0
20.2,2.05,4618,253,87.0
19.6,2.37,4614,253,87.0
21.4,2.74,4614,253,88.0
18.6,2.56,4618,253,87.0
19.6,2.77,4623,253,87.0
20.0,2.62,4618,253,87.0
20.3,2.68,4623,253,87.0
19.5,2.61,4623,253,87.0
20.0,2.78,4623,253,87.0
18.0,2.55,4623,253,87.0
16.4,1.94,4623,253,87.0
18.7,2.61,4623,253,88.0
20.6,1.9,4618,253,87.0
20.6,2.52,4618,253,87.0
18.4,2.72,4623,253,87.0
17.6,2.47,4618,253,87.0
18.6,2.16,4618,253,86.0
20.2,2.42,4618,253,86.0
22.2,1.52,4623,253,87.0
18.6,2.15,4628,253,87.0
19.4,2.01,4628,253,87.0
20.3,2.04,4628,253,87.0
20.1,1.87,4628,253,87.0
17.4,2.41,4628,253,87.0
16.9,2.4,4623,253,88.0
16.2,1.99,4618,253,87.0
17.4,2.66,4614,253,88.0
19.5,2.65,4618,253,88.0
19.2,2.01,4618,253,87.0
18.2,2.57,4623,253,88.0
18.7,2.49,4628,253,87.0
21.1,2.45,4628,253,88.0
18.4,2.88,4633,253,87.0
19.3,2.89,4633,253,87.0
19.2,2.4,4628,253,88.0
16.9,2.5,4623,253,87.0
18.0,2.49,4618,253,88.0
19.8,2.67,4623,253,87.0
18.1,3.06,4623,253,88.0
16.3,2.92,4623,253,87.0
16.1,2.02,4628,253,87.0
18.0,2.32,4628,253,87.0
17.6,2.66,4628,253,87.0
16.2,2.18,4628,253,88.0
16.5,1.89,4628,253,88.0
16.4,2.47,4628,253,88.0
18.0,2.47,4623,253,87.0
18.4,2.26,4628,253,88.0
19.6,2.9,4633,253,87.0
19.5,2.18,4633,253,87.0
19.8,2.3,4628,253,88.0
21.9,2.14,4628,253,88.0
20.5,2.57,4633,253,88.0
40.7,2.87,4633,253,88.0
21.8,2.2,4633,253,88.0
21.3,2.44,4633,253,88.0
18.4,2.4,4633,253,88.0
19.3,2.31,4633,253,88.0
19.5,1.69,4628,253,88.0
19.5,1.32,4623,253,88.0
18.6,2.58,4623,253,88.0
20.6,2.05,4618,253,88.0
20.2,2.22,4623,253,87.0
21.2,2.58,4623,253,88.0
22.7,2.39,4628,253,88.0
20.4,2.34,4633,253,88.0
20.6,2.3,4633,253,88.0
17.5,2.58,4633,253,88.0
19.3,1.78,4633,253,88.0
20.2,2.45,4633,253,88.0
21.1,2.45,4633,253,88.0
18.7,2.8,4633,253,88.0
19.7,2.65,4633,253,88.0
18.5,3.07,4633,253,88.0
17.7,2.31,4633,253,87.0
17.3,2.34,4633,253,87.0
17.4,2.54,4633,253,88.0
18.1,2.35,4633,253,88.0
20.2,2.59,4633,253,88.0
19.7,2.45,4633,253,88.0
23.1,2.5,4633,253,88.0
18.4,2.45,4633,253,88.0
19.2,2.88,4633,253,88.0
19.6,2.16,4633,253,88.0
17.8,1.9,4633,253,88.0
20.2,2.5,4633,253,88.0
22.6,2.4,4633,253,88.0
21.1,2.56,4633,253,89.0
22.6,2.23,4633,253,88.0
21.2,2.13,4633,253,88.0
22.0,2.13,4633,253,89.0
21.4,2.14,4633,253,88.0
20.5,3.04,4633,253,87.0
19.0,2.31,4633,253,87.0
19.8,2.12,4633,253,88.0
20.2,2.73,4633,253,88.0
19.7,2.72,4633,253,88.0
19.5,2.72,4633,252,88.0
18.4,2.62,4633,252,88.0
21.2,2.87,4633,252,88.0
19.6,2.4,4633,252,89.0
20.4,2.57,4628,252,89.0
20.2,2.36,4628,253,89.0
19.2,2.88,4633,253,88.0
20.5,2.06,4633,253,88.0
18.6,2.57,4633,253,88.0
19.1,2.29,4633,253,88.0
19.6,3.05,4633,253,88.0
17.5,2.88,4633,253,89.0
21.9,2.86,4633,253,88.0
18.5,1.81,4633,253,89.0
18.6,1.84,4633,253,88.0
17.3,2.92,4633,253,88.0
16.6,2.39,4633,253,89.0
17.3,2.34,4633,253,88.0
16.6,2.49,4633,253,89.0
17.9,2.46,4633,253,88.0
18.7,2.6,4633,253,89.0
19.5,1.86,4633,253,89.0
18.5,1.92,4633,253,89.0
16.2,2.45,4633,253,88.0
15.4,2.64,4633,253,88.0
17.0,2.76,4633,253,88.0
15.6,2.92,4633,253,89.0
16.9,1.97,4633,253,88.0
17.4,2.45,4633,253,89.0
18.8,2.29,4633,252,89.0
17.6,2.56,4633,252,88.0
16.9,1.84,4633,252,89.0
20.5,2.57,4633,252,89.0
20.1,3.04,4633,252,88.0
20.2,3.05,4633,252,88.0
19.8,3.05,4633,252,89.0
19.3,2.44,4633,252,89.0
18.2,2.88,4633,252,89.0
18.0,2.29,4633,252,89.0
18.0,2.74,4633,252,89.0
17.7,2.57,4633,252,90.0
20.9,3.03,4633,252,89.0
18.5,2.9,4628,252,89.0
19.2,1.89,4628,252,90.0
17.2,2.47,4633,252,89.0
16.2,2.29,4633,252,89.0
15.3,2.65,4633,252,89.0
14.0,1.85,4633,252,89.0
15.7,2.04,4633,252,89.0
33.9,2.88,4633,252,89.0
18.0,2.57,4633,252,88.0
19.2,2.45,4633,252,89.0
17.8,2.28,4633,252,88.0
18.0,2.27,4633,252,89.0
19.1,2.5,4633,252,89.0
17.9,2.58,4633,252,88.0
17.3,2.55,4633,252,89.0
18.7,2.47,4633,252,89.0
18.3,1.99,4633,252,89.0
17.3,1.85,4633,253,89.0
17.8,1.37,4633,253,89.0
18.5,1.84,4633,253,89.0
17.4,2.65,4633,253,89.0
19.5,2.61,4633,253,89.0
18.7,2.57,4633,253,89.0
19.2,1.94,4633,253,89.0
20.2,2.56,4633,253,89.0
20.3,2.58,4633,253,89.0
19.9,2.47,4633,253,88.0
19.0,2.07,4633,253,90.0
19.2,3.04,4633,253,89.0
20.7,1.97,4633,253,89.0
20.3,2.74,4633,253,89.0
22.7,2.46,4633,253,89.0
23.8,2.56,4633,253,89.0
20.1,2.36,4633,253,89.0
20.6,2.49,4633,253,89.0
18.0,2.52,4633,253,90.0
18.2,2.33,4633,253,89.0
20.0,2.57,4633,253,89.0
20.0,2.49,4633,253,89.0
18.8,2.88,4633,253,90.0
15.2,3.05,4633,253,89.0
14.9,2.56,4633,253,90.0
16.8,2.89,4633,253,91.0
15.2,2.24,4633,253,89.0
16.8,2.47,4633,253,89.0
17.3,2.18,4628,253,88.0
17.0,2.52,4628,253,89.0
18.8,2.65,4628,253,89.0
19.4,2.46,4628,253,89.0
16.4,1.92,4633,253,89.0
15.8,2.63,4633,252,89.0
16.2,1.91,4633,252,89.0
17.1,1.71,4633,252,89.0
16.7,1.86,4633,252,89.0
15.1,2.45,4633,252,89.0
17.5,1.72,4633,252,89.0
16.3,1.68,4633,252,89.0
16.3,1.77,4633,252,90.0
17.9,2.31,4633,252,89.0
20.8,1.83,4633,252,89.0
17.4,1.93,4633,252,89.0
17.9,1.72,4633,252,90.0
17.1,1.74,4633,252,89.0
17.6,2.0,4633,252,90.0
18.0,2.55,4633,252,90.0
19.0,2.73,4633,252,90.0
18.5,2.46,4633,252,89.0
17.8,2.41,4633,252,90.0
20.2,2.57,4633,252,90.0
18.5,2.56,4633,252,89.0
18.7,2.46,4633,252,89.0
18.9,3.04,4633,252,90.0
18.3,2.88,4633,253,89.0
18.6,2.55,4633,253,89.0
19.1,2.18,4633,253,89.0
18.0,2.65,4633,253,89.0
19.1,2.47,4633,253,90.0
21.3,2.9,4633,253,90.0
17.9,2.86,4633,253,89.0
19.2,2.53,4633,253,89.0
21.5,2.05,4633,253,89.0
21.5,2.58,4633,253,88.0
20.8,2.4,4633,253,84.0
19.2,2.42,4633,253,82.0
16.9,2.6,4633,253,82.0
45.0,2.83,4633,250,84.0
15.6,2.12,4637,250,82.0
30.2,2.74,4637,250,85.0
44.3,1.35,4637,250,80.0
12.1,1.34,4637,250,79.0
21.2,1.4,4633,250,79.0
12.1,2.13,4633,250,80.0
25.8,2.28,4633,250,78.0
25.0,1.4,4633,250,76.0
13.4,1.2,4633,250,76.0
13.3,0.87,4633,250,75.0
8.3,0.8,4633,249,74.0
25.1,2.44,4633,250,79.0
48.7,2.75,4633,254,81.0
81.8,3.06,4633,257,82.0
51.6,1.36,4628,254,76.0
22.6,1.8,4628,252,75.0
16.5,1.33,4628,253,74.0
14.8,1.02,4628,253,74.0
11.8,0.83,4628,253,72.0
14.6,0.81,4633,253,72.0
6.7,1.55,4633,254,73.0
26.0,1.92,4633,254,72.0
16.9,0.87,4628,254,72.0
11.6,1.14,4623,254,71.0
19.1,1.4,4623,254,70.0
11.8,1.47,4623,254,72.0
7.6,0.8,4614,254,70.0
3.6,0.8,4562,254,69.0
4.1,0.8,4494,254,69.0
3.8,0.8,4299,254,69.0
6.3,0.8,4164,254,69.0
2.3,0.8,4121,254,69.0
29.4,2.14,4065,254,69.0
17.3,2.06,4038,254,69.0
12.5,1.59,4038,254,69.0
11.4,1.73,4038,254,69.0
9.8,1.78,4038,254,69.0
7.7,1.42,4024,254,69.0
9.1,1.44,4038,254,68.0
10.8,1.47,4034,254,68.0
14.8,1.01,4034,254,67.0
8.2,0.92,4031,254,68.0
9.8,1.75,4031,254,68.0
8.9,0.97,4034,254,67.0
9.8,1.41,4031,254,67.0
8.4,1.08,4031,254,68.0
12.2,1.56,4031,254,69.0
8.5,1.07,4031,254,68.0
9.5,0.93,4027,254,66.0
7.7,1.1,4024,254,66.0
8.5,1.42,4024,254,67.0
8.9,1.2,4024,254,68.0
8.1,1.47,4024,254,68.0
7.9,1.45,4024,254,67.0
9.9,1.43,4024,254,67.0
8.9,1.48,4024,254,67.0
9.3,1.52,4027,254,66.0
8.2,1.55,4031,254,65.0
9.6,1.55,4031,254,64.0
10.9,1.58,4027,254,67.0
8.6,1.59,4031,254,68.0
9.6,2.08,4031,254,65.0
7.2,1.63,4027,254,65.0
8.9,1.62,4024,254,65.0
9.4,1.54,4024,254,65.0
8.7,2.07,4024,254,65.0
8.2,1.78,4024,254,65.0
8.5,0.94,4024,254,64.0
