cpu,freq,fan,load,temp
9.6,2.04,3515,251,54.0
25.2,1.92,3515,251,54.0
11.5,1.47,3515,251,54.0
10.2,1.43,3512,251,53.0
9.1,1.43,3512,251,53.0
9.5,1.54,3512,251,53.0
9.3,1.06,3512,251,53.0
8.2,1.1,3515,251,53.0
9.1,1.47,3515,251,53.0
7.4,1.67,3515,251,53.0
8.4,1.48,3515,251,53.0
9.6,1.5,3515,251,54.0
9.6,1.49,3515,251,54.0
8.1,1.5,3515,251,53.0
8.6,1.15,3515,251,54.0
9.6,2.06,3515,251,53.0
9.1,1.51,3515,251,52.0
8.6,1.63,3515,251,54.0
8.2,1.56,3515,251,55.0
7.2,1.27,3515,251,54.0
9.6,0.88,3515,251,54.0
9.8,1.7,3515,251,54.0
8.7,1.69,3515,250,54.0
9.4,0.98,3515,250,53.0
8.7,1.48,3515,250,53.0
9.4,0.99,3515,250,53.0
8.2,1.65,3515,250,54.0
7.5,1.2,3515,250,54.0
9.6,0.98,3515,250,52.0
7.9,1.5,3512,250,52.0
10.1,1.44,3510,250,53.0
8.5,1.1,3510,250,53.0
9.4,1.45,3510,250,53.0
8.4,1.53,3510,250,53.0
9.5,1.6,3510,250,54.0
8.9,1.65,3512,250,54.0
8.9,2.12,3515,250,52.0
9.6,1.45,3515,250,52.0
8.5,1.49,3515,250,53.0
8.7,1.65,3515,250,53.0
7.9,1.71,3515,250,54.0
8.4,1.65,3515,250,54.0
8.2,1.6,3515,250,53.0
8.9,1.58,3515,250,52.0
9.5,1.0,3515,250,52.0
8.9,1.31,3515,250,53.0
10.0,2.12,3515,250,53.0
8.4,1.46,3515,250,53.0
9.2,1.11,3515,250,52.0
20.6,1.68,3515,250,53.0
8.6,1.44,3512,250,53.0
9.1,1.43,3512,250,53.0
9.4,1.53,3515,250,53.0
8.7,1.44,3515,250,53.0
12.1,1.71,3515,250,53.0
9.3,2.1,3515,250,53.0
9.7,1.58,3515,250,52.0
13.3,1.49,3515,250,53.0
8.3,1.44,3515,250,53.0
27.7,2.54,3515,250,56.0
10.6,1.32,3515,250,54.0
11.5,1.47,3515,250,53.0
10.2,1.51,3515,250,53.0
12.7,0.99,3515,250,52.0
33.5,2.08,3515,252,53.0
13.7,1.22,3512,252,53.0
13.4,1.51,3512,252,53.0
16.1,1.51,3512,252,53.0
31.5,2.54,3510,251,57.0
35.2,2.99,3510,251,59.0
32.9,2.92,3510,257,57.0
31.8,2.52,3510,253,58.0
35.3,2.56,3507,253,58.0
39.6,2.47,3505,250,62.0
36.2,2.55,3505,250,62.0
36.2,2.54,3505,250,63.0
56.4,3.04,3505,252,62.0
39.7,2.59,3505,252,62.0
67.6,3.0,3505,252,63.0
70.5,2.99,3505,252,64.0
64.3,3.01,3505,252,65.0
43.5,3.05,3505,252,63.0
30.2,2.77,3505,252,64.0
35.1,2.88,3505,252,62.0
29.3,2.26,3505,252,62.0
26.0,2.96,3507,253,63.0
35.8,2.95,3507,253,64.0
31.4,2.51,3507,253,63.0
33.3,3.05,3510,253,64.0
28.9,2.36,3510,253,64.0
30.5,2.42,3512,253,64.0
41.4,3.07,3512,256,66.0
38.2,2.46,3515,256,63.0
34.7,2.59,3515,256,65.0
20.3,1.41,3515,256,60.0
15.3,1.08,3515,256,60.0
6.8,1.4,3517,256,59.0
11.6,2.15,3520,256,58.0
20.1,1.8,3522,253,60.0
16.8,1.09,3525,253,59.0
8.3,1.4,3525,253,59.0
34.2,1.48,3525,253,59.0
16.2,2.58,3525,253,61.0
6.6,0.99,3525,254,58.0
7.8,1.73,3525,254,60.0
7.0,2.12,3525,253,58.0
11.7,0.86,3525,256,58.0
15.7,1.44,3525,255,57.0
10.3,1.4,3525,256,56.0
37.2,2.36,3525,258,60.0
64.9,3.01,3525,260,64.0
91.9,2.99,3522,263,65.0
69.6,2.54,3520,263,63.0
26.3,1.98,3517,263,62.0
21.0,0.98,3517,263,60.0
44.1,2.99,3517,264,64.0
63.2,2.01,3517,266,62.0
50.5,3.04,3520,267,65.0
76.9,2.77,3520,269,66.0
55.1,3.14,3520,267,65.0
57.0,2.53,3517,267,64.0
56.7,2.99,3515,268,68.0
77.3,2.99,3515,268,68.0
43.8,2.53,3515,268,65.0
32.7,2.78,3515,268,67.0
11.9,0.98,3517,268,60.0
20.1,1.44,3520,268,61.0
30.7,1.41,3525,268,63.0
13.1,1.01,3527,268,60.0
11.0,0.83,3530,268,60.0
22.2,0.86,3533,268,59.0
8.6,1.21,3536,268,60.0
39.6,2.62,3533,268,63.0
42.4,1.95,3530,268,62.0
29.4,0.84,3530,268,59.0
20.9,1.28,3527,268,59.0
16.9,0.81,3525,268,59.0
37.1,2.49,3525,268,64.0
70.7,2.84,3525,268,64.0
54.8,2.54,3522,268,66.0
51.8,3.09,3522,268,65.0
29.2,2.53,3522,268,61.0
9.7,2.23,3522,268,62.0
17.5,1.49,3525,268,60.0
5.5,1.4,3528,268,59.0
33.1,2.32,3533,268,63.0
30.4,1.52,3533,268,60.0
22.7,1.03,3536,268,60.0
20.2,1.0,3533,268,59.0
17.7,0.86,3533,268,58.0
13.2,0.93,3533,268,58.0
15.9,0.8,3533,267,58.0
14.4,1.86,3533,267,60.0
17.4,0.8,3536,267,57.0
11.9,0.8,3536,267,58.0
14.5,0.87,3536,267,57.0
38.8,2.26,3536,267,60.0
53.0,1.69,3536,267,58.0
52.4,2.8,3530,268,63.0
50.5,3.1,3528,268,63.0
31.7,3.0,3525,268,62.0
26.2,2.84,3525,268,61.0
30.3,2.64,3522,268,63.0
21.7,2.58,3525,268,61.0
18.8,2.96,3525,268,61.0
24.3,1.63,3525,268,61.0
23.9,1.86,3527,268,61.0
28.5,3.1,3525,268,64.0
22.0,1.61,3527,268,60.0
21.9,1.5,3527,268,60.0
22.4,2.64,3530,268,61.0
22.6,2.38,3533,268,61.0
13.6,1.58,3533,268,59.0
17.9,3.03,3533,268,61.0
14.9,2.2,3533,268,60.0
17.7,2.56,3536,268,61.0
18.6,1.62,3533,268,58.0
12.0,1.82,3533,268,60.0
11.1,0.93,3533,268,58.0
10.8,1.44,3536,268,58.0
14.5,2.0,3536,268,61.0
26.0,1.69,3536,268,59.0
19.6,1.3,3536,268,59.0
29.3,1.83,3536,268,59.0
13.5,2.21,3536,268,59.0
15.3,2.86,3536,268,59.0
18.7,1.58,3533,267,58.0
16.2,1.77,3533,267,59.0
10.9,2.12,3530,267,59.0
11.0,1.62,3533,267,58.0
16.5,2.04,3530,267,59.0
9.9,1.56,3530,267,58.0
14.9,2.06,3533,267,58.0
12.0,1.96,3533,267,57.0
13.6,0.97,3536,267,57.0
11.6,2.35,3536,267,58.0
14.5,2.52,3536,267,58.0
14.1,1.54,3536,267,59.0
11.6,2.18,3536,267,57.0
10.8,1.56,3536,267,56.0
14.0,1.49,3536,267,56.0
15.4,1.27,3536,267,56.0
12.8,1.92,3536,267,56.0
17.8,1.27,3536,267,55.0
12.1,2.09,3536,267,57.0
11.0,1.16,3536,267,57.0
13.2,1.71,3536,267,56.0
9.5,1.39,3536,267,56.0
9.8,1.55,3536,267,56.0
9.8,1.43,3536,267,56.0
16.3,2.38,3536,267,56.0
18.4,0.94,3536,267,57.0
28.5,2.71,3536,267,60.0
43.0,3.03,3533,267,63.0
15.1,1.67,3530,267,60.0
11.3,2.18,3527,266,56.0
12.9,2.1,3525,266,57.0
12.2,1.9,3527,265,56.0
13.2,2.46,3527,265,58.0
13.4,2.42,3527,265,59.0
17.1,1.79,3527,265,56.0
12.7,0.96,3530,265,56.0
8.7,1.06,3533,265,56.0
11.5,1.04,3533,265,55.0
11.6,1.69,3533,265,58.0
10.4,1.89,3533,265,56.0
8.7,2.55,3536,265,57.0
13.8,2.49,3536,265,58.0
14.4,2.14,3536,269,58.0
19.8,2.1,3536,269,58.0
9.9,0.83,3533,269,56.0
8.5,1.58,3533,269,56.0
20.3,3.1,3530,268,60.0
9.5,0.94,3527,268,55.0
9.3,2.17,3527,268,55.0
13.2,2.14,3527,268,57.0
13.5,1.64,3527,268,55.0
12.1,1.2,3527,268,55.0
14.0,1.46,3530,268,55.0
28.8,1.03,3533,268,56.0
16.1,1.69,3530,268,57.0
15.5,1.68,3530,265,57.0
13.9,2.27,3530,265,57.0
15.4,2.37,3530,265,58.0
17.9,2.3,3527,265,57.0
17.5,2.17,3527,265,59.0
13.4,2.35,3530,265,58.0
16.0,1.32,3527,265,56.0
15.5,2.69,3527,265,58.0
17.9,2.35,3527,265,57.0
21.2,2.33,3527,265,57.0
25.0,1.86,3525,265,59.0
22.5,2.21,3525,265,59.0
31.6,2.58,3525,265,62.0
32.8,2.5,3525,265,59.0
30.7,2.98,3525,266,63.0
35.2,2.22,3525,267,58.0
23.4,2.63,3525,267,58.0
14.7,1.34,3525,267,58.0
16.8,1.45,3525,267,57.0
14.0,2.62,3525,267,57.0
14.9,2.26,3525,267,58.0
12.8,1.12,3527,267,57.0
13.9,1.69,3527,267,57.0
29.0,0.98,3527,267,56.0
16.2,1.5,3530,267,57.0
16.8,2.29,3530,267,58.0
16.8,2.69,3533,267,59.0
16.3,1.17,3530,267,59.0
14.2,1.82,3530,267,58.0
14.0,1.69,3533,267,58.0
15.0,1.22,3530,267,56.0
15.2,1.92,3527,267,57.0
15.4,1.16,3525,267,56.0
13.5,1.82,3525,268,57.0
18.6,2.87,3527,270,61.0
34.0,2.91,3525,272,61.0
28.4,1.84,3525,274,60.0
15.8,1.04,3525,274,58.0
17.4,2.83,3525,274,61.0
16.9,2.35,3525,273,58.0
15.3,1.52,3525,273,59.0
15.5,2.25,3525,273,57.0
17.8,2.65,3527,273,59.0
19.3,1.6,3527,273,58.0
19.6,2.37,3530,273,59.0
14.5,1.78,3530,273,59.0
16.9,3.08,3527,273,59.0
29.6,2.66,3527,273,60.0
28.2,2.15,3525,273,59.0
16.0,2.79,3525,273,60.0
23.3,2.27,3525,273,58.0
17.0,2.11,3527,273,59.0
23.1,2.4,3530,272,60.0
17.6,2.45,3533,272,60.0
19.2,2.66,3533,272,59.0
22.1,2.86,3530,272,62.0
29.5,2.67,3527,272,61.0
34.9,3.15,3525,272,63.0
21.8,2.81,3525,272,61.0
17.2,1.99,3527,272,61.0
23.2,2.17,3530,272,60.0
19.1,2.14,3530,272,60.0
15.4,3.07,3533,272,60.0
13.8,1.69,3533,272,59.0
15.9,1.79,3530,272,58.0
16.1,2.35,3530,272,59.0
40.5,2.96,3527,272,62.0
19.4,2.39,3530,272,61.0
15.0,1.75,3527,272,60.0
15.1,1.61,3530,272,58.0
15.1,1.58,3533,272,59.0
18.8,1.78,3533,272,58.0
13.2,1.94,3536,272,59.0
11.9,1.71,3536,272,58.0
13.4,2.39,3536,272,58.0
19.1,1.66,3536,272,59.0
48.0,2.83,3536,272,63.0
23.9,3.02,3533,272,60.0
18.4,2.41,3533,272,60.0
14.4,2.24,3533,272,60.0
15.3,3.09,3533,272,61.0
15.2,2.97,3530,272,61.0
13.6,3.11,3533,272,61.0
19.7,2.46,3536,272,61.0
17.0,2.53,3536,272,63.0
15.6,2.32,3536,272,60.0
17.4,1.75,3533,272,60.0
14.9,2.49,3536,272,59.0
14.7,1.69,3536,272,60.0
14.7,2.73,3533,272,60.0
13.4,1.63,3533,272,59.0
15.2,2.69,3530,272,59.0
15.7,2.57,3533,273,59.0
13.7,2.74,3533,273,60.0
15.8,1.56,3533,273,57.0
17.5,1.83,3536,273,60.0
14.6,1.75,3536,273,59.0
15.8,1.59,3536,273,57.0
16.0,2.03,3536,273,58.0
19.6,1.69,3536,273,59.0
15.4,2.29,3533,273,60.0
14.1,1.53,3533,273,58.0
14.8,1.45,3530,273,57.0
17.0,1.23,3530,273,57.0
18.5,2.92,3533,273,60.0
21.1,2.27,3533,273,59.0
19.0,2.32,3536,273,58.0
17.6,3.01,3536,273,60.0
14.7,2.31,3536,273,57.0
15.3,2.3,3536,273,59.0
18.5,2.85,3536,273,60.0
15.3,1.95,3536,273,60.0
18.0,1.36,3536,273,58.0
18.3,1.06,3536,273,57.0
17.7,1.08,3533,273,58.0
31.6,1.73,3533,273,59.0
21.4,2.64,3533,273,59.0
18.0,2.51,3533,273,59.0
17.9,2.47,3536,273,59.0
23.7,1.76,3533,273,59.0
18.9,1.81,3536,273,59.0
15.2,2.0,3536,273,59.0
14.4,1.67,3533,273,57.0
15.8,1.96,3533,273,60.0
15.4,2.01,3533,273,59.0
14.1,1.25,3536,273,58.0
13.4,2.2,3533,273,59.0
28.8,1.74,3530,273,58.0
15.7,1.63,3533,273,57.0
14.6,2.27,3530,273,59.0
17.3,1.66,3527,273,57.0
17.6,1.25,3527,273,58.0
13.0,1.68,3527,273,57.0
17.1,2.23,3527,273,60.0
19.3,1.71,3527,273,58.0
15.1,2.39,3527,273,59.0
15.6,1.79,3530,273,57.0
19.3,2.16,3527,273,58.0
19.7,1.05,3530,273,57.0
19.6,1.93,3533,273,59.0
19.0,1.88,3530,273,60.0
23.8,1.93,3530,273,58.0
20.2,2.74,3527,273,59.0
17.9,2.04,3530,273,59.0
25.8,2.47,3530,269,59.0
21.3,1.65,3527,269,59.0
19.4,2.93,3530,269,60.0
12.2,2.23,3533,269,59.0
16.1,2.17,3536,269,58.0
17.4,2.36,3536,269,57.0
14.4,2.12,3536,269,59.0
15.3,2.42,3536,269,58.0
13.4,2.85,3536,269,59.0
14.0,2.29,3536,269,57.0
14.3,2.44,3536,268,57.0
15.2,1.89,3536,268,57.0
14.2,2.35,3536,268,58.0
15.1,2.44,3536,268,58.0
15.1,2.05,3536,268,57.0
14.0,2.26,3536,268,58.0
15.1,1.76,3536,268,57.0
14.6,2.3,3536,268,58.0
15.7,1.65,3536,268,57.0
15.6,1.73,3536,268,57.0
13.6,1.73,3536,264,57.0
17.2,1.88,3536,264,58.0
16.1,2.27,3536,264,59.0
14.6,2.3,3536,264,57.0
15.7,2.46,3536,264,57.0
15.4,2.4,3533,264,58.0
19.5,2.54,3533,264,60.0
14.8,2.85,3530,264,58.0
25.3,2.53,3533,264,64.0
26.6,2.45,3533,264,58.0
19.1,2.37,3533,264,59.0
23.6,2.67,3533,264,60.0
38.0,2.68,3533,264,59.0
21.1,2.11,3533,264,59.0
55.8,2.99,3533,264,64.0
72.5,3.09,3530,265,64.0
46.0,2.99,3525,264,64.0
57.6,3.05,3525,264,65.0
36.1,2.9,3522,264,63.0
41.3,2.97,3525,264,66.0
42.6,2.99,3522,264,65.0
38.9,2.54,3525,264,62.0
35.8,2.94,3525,265,67.0
64.1,2.99,3527,266,67.0
43.6,1.66,3530,266,61.0
18.1,2.36,3530,266,64.0
27.7,1.63,3533,266,62.0
28.1,2.55,3536,266,62.0
15.4,1.37,3536,266,62.0
26.3,2.37,3538,266,60.0
36.2,1.64,3538,265,62.0
43.5,3.1,3538,265,65.0
22.1,1.25,3536,266,61.0
41.6,2.94,3536,266,63.0
27.6,3.04,3536,266,66.0
34.7,2.64,3536,266,63.0
29.1,2.98,3536,266,64.0
21.7,2.98,3536,266,63.0
16.6,1.54,3536,266,61.0
27.9,2.27,3536,266,62.0
26.2,2.09,3536,266,64.0
34.7,3.07,3536,266,63.0
27.4,2.33,3536,266,64.0
17.1,2.35,3538,266,63.0
8.6,1.58,3538,266,62.0
9.7,2.38,3538,266,62.0
14.0,2.15,3538,266,62.0
28.4,2.76,3536,266,64.0
26.0,2.99,3536,266,65.0
57.9,3.08,3536,266,64.0
24.2,2.53,3536,266,64.0
26.2,3.01,3536,266,65.0
35.4,2.31,3536,266,64.0
54.7,2.14,3533,266,64.0
21.4,2.97,3533,266,62.0
20.1,1.53,3536,266,63.0
19.1,2.39,3536,266,62.0
32.2,2.78,3536,266,63.0
24.6,2.28,3536,266,64.0
24.9,2.18,3536,266,63.0
16.0,1.43,3538,266,63.0
21.2,1.89,3538,266,62.0
13.6,0.96,3538,266,61.0
12.0,1.89,3541,266,63.0
13.1,2.9,3543,266,60.0
12.6,1.84,3546,266,60.0
14.1,1.92,3546,266,60.0
11.6,2.51,3546,266,60.0
11.4,2.39,3547,266,60.0
13.7,1.62,3547,266,59.0
9.6,1.57,3547,266,59.0
11.4,1.37,3547,266,59.0
12.4,2.89,3547,266,58.0
12.5,2.11,3546,266,60.0
14.4,2.22,3546,266,58.0
12.9,1.42,3546,266,59.0
10.3,2.18,3546,266,58.0
12.3,0.99,3543,266,58.0
9.9,1.96,3543,266,58.0
8.8,0.97,3543,266,58.0
8.9,1.47,3543,266,58.0
10.9,1.22,3543,266,59.0
21.7,2.24,3543,266,60.0
20.0,1.68,3543,266,60.0
29.3,1.82,3541,266,59.0
22.7,1.75,3538,266,59.0
24.8,2.71,3536,266,61.0
29.0,2.63,3536,266,61.0
22.6,2.69,3536,266,62.0
37.1,3.11,3536,266,62.0
38.1,2.99,3536,266,62.0
32.7,2.52,3536,266,65.0
33.2,2.53,3536,266,65.0
37.0,3.12,3536,266,65.0
41.2,3.01,3536,266,64.0
36.3,2.55,3536,266,63.0
33.4,3.13,3536,266,67.0
34.2,2.38,3533,266,62.0
24.4,1.36,3533,266,61.0
12.9,2.15,3536,266,62.0
13.2,1.25,3538,266,60.0
14.6,2.36,3541,266,63.0
17.0,1.92,3546,266,60.0
16.6,1.83,3546,266,61.0
18.5,2.35,3544,266,61.0
13.4,1.35,3541,266,61.0
19.3,3.04,3541,266,63.0
11.7,1.36,3541,266,61.0
19.2,1.39,3541,266,59.0
17.7,1.73,3541,266,59.0
15.6,1.73,3543,266,59.0
13.8,2.45,3543,266,61.0
12.4,1.97,3543,266,59.0
24.6,2.9,3541,266,63.0
15.7,1.75,3538,266,60.0
19.9,2.43,3541,266,60.0
44.3,2.85,3538,266,62.0
34.2,1.52,3538,266,60.0
21.8,2.15,3538,266,59.0
14.5,1.72,3541,266,59.0
18.3,1.74,3541,266,59.0
22.1,2.62,3538,266,60.0
25.6,2.16,3541,266,61.0
17.3,2.54,3541,266,59.0
25.8,2.5,3538,266,62.0
14.6,1.91,3536,266,60.0
24.1,1.47,3538,266,59.0
28.1,2.08,3541,266,61.0
20.9,1.68,3541,266,60.0
19.1,2.14,3544,266,61.0
17.0,2.61,3544,266,60.0
14.0,1.47,3544,266,59.0
15.0,2.33,3541,266,59.0
17.1,2.43,3538,266,59.0
16.2,1.32,3536,266,59.0
12.6,1.06,3536,266,59.0
15.4,2.0,3536,266,58.0
14.7,1.72,3536,266,59.0
14.4,2.29,3536,266,59.0
13.5,2.53,3536,266,60.0
12.3,3.05,3538,266,59.0
13.4,2.41,3541,266,58.0
16.2,2.37,3541,266,59.0
17.4,2.2,3541,266,58.0
15.1,1.74,3538,266,59.0
16.2,2.46,3538,266,59.0
13.0,1.96,3538,266,59.0
15.1,1.77,3538,266,58.0
15.0,1.94,3538,266,60.0
14.2,1.63,3541,266,59.0
12.4,1.78,3541,266,58.0
14.1,2.49,3544,266,58.0
14.8,2.31,3541,266,60.0
14.2,1.93,3541,266,59.0
14.3,1.63,3544,266,58.0
16.5,1.11,3541,266,57.0
12.6,2.36,3541,266,59.0
17.5,1.88,3538,266,59.0
13.8,1.68,3541,266,58.0
16.3,1.6,3541,266,58.0
13.1,2.4,3538,266,58.0
16.0,2.19,3541,266,61.0
14.9,1.73,3543,266,59.0
13.8,0.94,3546,266,57.0
15.1,1.76,3546,266,59.0
16.3,2.89,3543,266,59.0
14.0,1.74,3543,266,58.0
13.2,1.8,3541,266,57.0
14.0,1.95,3541,266,58.0
15.9,1.72,3538,266,58.0
14.3,1.54,3538,266,58.0
12.9,2.2,3541,266,58.0
24.9,1.75,3544,266,58.0
15.8,1.64,3544,266,58.0
18.4,2.34,3541,266,59.0
13.5,2.34,3541,266,57.0
14.8,2.7,3541,265,58.0
13.6,1.67,3538,265,58.0
13.6,1.41,3538,265,58.0
14.1,2.1,3538,265,57.0
13.6,1.94,3538,265,58.0
14.9,1.92,3541,265,59.0
13.2,2.31,3538,265,57.0
13.1,1.5,3538,265,57.0
15.6,1.88,3538,265,57.0
16.0,1.72,3538,265,57.0
14.3,2.75,3538,265,58.0
15.3,2.13,3538,265,57.0
15.0,3.0,3538,265,59.0
13.4,2.18,3538,265,58.0
14.8,1.52,3536,265,57.0
13.9,1.86,3536,265,57.0
13.6,2.01,3536,265,57.0
13.5,2.12,3536,265,57.0
16.5,2.54,3536,265,60.0
23.3,1.97,3536,265,59.0
16.9,2.32,3536,265,58.0
21.6,2.2,3536,265,57.0
14.4,1.82,3536,265,57.0
20.3,2.76,3536,265,60.0
17.2,2.37,3536,265,58.0
18.1,0.94,3536,265,56.0
19.4,1.78,3536,265,58.0
19.8,2.51,3536,265,57.0
19.6,1.79,3536,265,59.0
17.3,1.32,3536,265,56.0
20.1,1.27,3536,265,56.0
19.0,1.8,3536,263,57.0
18.3,2.79,3538,263,58.0
19.2,2.44,3536,263,58.0
30.4,1.77,3536,263,60.0
20.3,2.47,3536,263,60.0
24.4,1.92,3536,263,59.0
30.3,2.65,3536,263,60.0
29.9,1.62,3536,263,59.0
30.5,1.26,3536,263,59.0
29.9,2.95,3536,263,62.0
22.0,2.76,3536,263,60.0
24.9,2.35,3536,263,60.0
23.9,2.12,3536,263,60.0
16.1,2.04,3536,263,59.0
16.0,1.76,3536,263,58.0
16.3,1.79,3536,262,58.0
15.3,1.53,3536,262,58.0
17.1,2.13,3536,262,58.0
13.3,2.42,3536,262,60.0
28.2,2.06,3536,262,59.0
15.4,2.2,3538,262,58.0
24.2,1.92,3538,262,59.0
23.8,2.15,3538,262,59.0
21.9,2.53,3536,262,59.0
23.8,2.6,3536,262,59.0
25.2,1.92,3536,262,61.0
19.2,2.06,3536,262,60.0
45.3,2.93,3536,262,62.0
44.9,2.6,3536,262,63.0
61.0,2.81,3533,263,64.0
53.8,2.92,3533,263,66.0
35.5,2.47,3530,263,65.0
49.0,2.56,3530,263,67.0
38.5,1.33,3530,263,63.0
21.7,1.31,3533,263,61.0
35.9,2.04,3536,263,63.0
18.2,1.4,3538,263,60.0
27.6,2.65,3541,263,64.0
21.7,1.58,3544,263,60.0
40.4,2.94,3544,263,65.0
56.2,3.05,3541,264,65.0
48.0,3.1,3541,264,66.0
27.6,3.07,3538,264,64.0
28.0,2.98,3536,264,64.0
34.6,3.08,3536,264,65.0
33.8,2.26,3536,264,62.0
20.2,2.21,3536,264,62.0
29.5,2.41,3538,264,64.0
23.8,1.92,3538,264,62.0
25.3,2.44,3538,264,65.0
23.3,2.62,3538,264,64.0
22.9,2.83,3541,264,65.0
21.1,2.43,3541,264,63.0
